Category,BodyPart,Type of Muscle,Level,Title,Desc,Type,Equipment,Workout,Sets,Reps per Set,Rating,RatingDesc,Goal
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Barbell squats,3-4,8-12,7.8,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Leg press,3-4,8-12,7.8,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Leg extensions,3-4,10-15,7.8,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,7.8,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Leg curls,3-4,10-15,7.8,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,7.8,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,7.8,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,7.8,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo Deadlift with Chains,,Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,7.8,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo Deadlift with Bands,,Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Good Morning off Pins,,Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Pull,,Strength,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Pull,,Strength,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Pull,,Strength,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Snatch Pull,,Strength,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Snatch Pull,,Strength,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Snatch Pull,,Strength,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Snatch Pull,,Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Snatch Pull,,Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Snatch Pull,,Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hanging Bar Good Morning,,Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Reverse Band Sumo Deadlift,,Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Muscle Snatch,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Split Snatch,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,0.0,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,0.0,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hang Snatch - Below Knees,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,0.0,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Barbell squats,3-4,8-12,,,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Leg press,3-4,8-12,,,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Leg extensions,3-4,10-15,,,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Romanian deadlifts,3-4,8-12,,,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Leg curls,3-4,10-15,,,Gain Muscle
Gym,Legs,Glutes,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Barbell hip thrusts,3-4,8-12,,,Gain Muscle
Gym,Legs,Glutes,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,,,Gain Muscle
Gym,Legs,Calves,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,,,Gain Muscle
Gym,Legs,Calves,Intermediate,30 Legs Sumo Deadlift,,Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,,,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, or in lower-body or full-body time-efficient training.",Strength,Kettlebells,Barbell squats,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, or in lower-body or full-body time-efficient training.",Strength,Kettlebells,Leg press,3-4,8-12,8.7,Average,Gain Muscle
